name,email,personnummer,average_heartbeat,chronic_illness
Emil Karlsen,emil.karlsen737@example.se,19751006-7786,69,Celiac Disease
Aksel Eriksen,aksel.eriksen333@example.se,19620618-8295,76,
Kari Rasmussen,kari.rasmussen201@example.se,19611020-7607,59,
Ingrid Dahl,ingrid.dahl10@example.se,19880508-9741,64,COPD
Henrik Hansen,henrik.hansen635@example.se,19851106-2120,90,Celiac Disease
Ingrid Eriksen,ingrid.eriksen334@example.se,19921223-9957,62,
Emil Lund,emil.lund917@example.se,19661124-4653,74,Arthritis
Maja Olofsson,maja.olofsson820@example.se,19570616-2036,66,Celiac Disease
Mika Eriksen,mika.eriksen738@example.se,19601228-5996,77,Asthma
Ingrid Holm,ingrid.holm718@example.se,19870726-1361,72,
Mika Poulsen,mika.poulsen725@example.se,19831102-6854,52,Arthritis
Maja Rasmussen,maja.rasmussen988@example.se,19730201-2292,87,COPD
Kari Poulsen,kari.poulsen989@example.se,19641028-1486,65,Type 2 Diabetes
Mika Johansen,mika.johansen260@example.se,19991109-3524,67,Celiac Disease
Vilde Laine,vilde.laine700@example.se,19581216-4365,69,Celiac Disease
Lars Sigurdsson,lars.sigurdsson942@example.se,19790803-8197,56,
Jonas Virtanen,jonas.virtanen628@example.se,19690202-2574,82,Hypothyroidism
Sofie Nielsen,sofie.nielsen91@example.se,19820101-2878,86,
Henrik Karlsen,henrik.karlsen137@example.se,19760508-4455,72,Hypertension
Sanna Holm,sanna.holm965@example.se,19591216-7294,64,COPD
Emil Karlsen,emil.karlsen256@example.se,19680316-9653,80,Celiac Disease
Ingrid Hansen,ingrid.hansen522@example.se,19800924-7322,70,
Freja Eriksen,freja.eriksen611@example.se,19830713-7730,79,Hypothyroidism
Erik Rasmussen,erik.rasmussen545@example.se,19571216-5636,88,Asthma
Oskar Eriksen,oskar.eriksen726@example.se,19780713-6832,92,COPD
Henrik Johansen,henrik.johansen318@example.se,19930827-9085,86,
Mika Sigurdsson,mika.sigurdsson166@example.se,19981027-5464,71,COPD
Ingrid Olofsson,ingrid.olofsson364@example.se,19960512-4562,82,Type 2 Diabetes
Ingrid Andersson,ingrid.andersson861@example.se,19821208-4007,74,
Sanna Virtanen,sanna.virtanen139@example.se,19730508-2585,61,Migraine
Emil Dahl,emil.dahl87@example.se,19950326-3964,61,Arthritis
Oskar Eriksen,oskar.eriksen956@example.se,19950621-7141,78,
Erik Rasmussen,erik.rasmussen578@example.se,20020324-5524,77,Arthritis
Oskar Korhonen,oskar.korhonen5@example.se,19640505-5488,75,Migraine
Freja Poulsen,freja.poulsen4@example.se,19791124-8581,77,Celiac Disease
Sofie Berg,sofie.berg753@example.se,20010208-6789,71,Hypertension
Sanna Sigurdsson,sanna.sigurdsson896@example.se,19750828-4033,75,Hypertension
Emil Karlsen,emil.karlsen758@example.se,19680510-2059,79,Migraine
Emil Eriksen,emil.eriksen466@example.se,19770118-2823,86,Hypothyroidism
Sofie Berg,sofie.berg749@example.se,19900226-3315,70,Migraine
Henrik Svensson,henrik.svensson464@example.se,19800808-9139,69,Asthma
Erik Hansen,erik.hansen174@example.se,19710607-1457,73,Type 2 Diabetes
Ingrid Andersson,ingrid.andersson440@example.se,20030726-9948,53,
Freja Svensson,freja.svensson252@example.se,19561011-4606,69,Asthma
Freja Svensson,freja.svensson731@example.se,19671126-1084,73,Hypertension
Kari Lund,kari.lund914@example.se,19660903-9966,70,Type 2 Diabetes
Vilde Dahl,vilde.dahl435@example.se,19510602-8847,76,
Maja Sigurdsson,maja.sigurdsson437@example.se,19510505-6710,101,Celiac Disease
Erik Olofsson,erik.olofsson801@example.se,20040427-4102,68,COPD
Oskar Dahl,oskar.dahl828@example.se,19950917-4300,70,Asthma
Kasper Laine,kasper.laine392@example.se,19740912-3417,76,Hypertension
Lars Virtanen,lars.virtanen15@example.se,19931017-1766,42,Arthritis
Sofie Andersson,sofie.andersson190@example.se,19550527-9015,76,
Tilde Virtanen,tilde.virtanen835@example.se,19860422-7895,70,Migraine
Ingrid Poulsen,ingrid.poulsen569@example.se,19610917-9925,77,Hypothyroidism
Maja Holm,maja.holm340@example.se,19921214-7032,85,Arthritis
Jonas Andersson,jonas.andersson425@example.se,19940205-3285,71,Migraine
Aksel Laine,aksel.laine562@example.se,19750802-4305,68,Celiac Disease
Sanna Andersson,sanna.andersson666@example.se,19601218-3345,79,Celiac Disease
Vilde Laine,vilde.laine477@example.se,19780110-5172,75,
Kasper Hansen,kasper.hansen412@example.se,19630304-7091,60,
Oskar Svensson,oskar.svensson670@example.se,20041218-4694,90,Hypertension
Mika Karlsen,mika.karlsen955@example.se,19530108-9234,72,Celiac Disease
Elias Andersson,elias.andersson404@example.se,19810416-6943,77,Celiac Disease
Jonas Berg,jonas.berg641@example.se,19521110-1240,60,Hypertension
Kasper Dahl,kasper.dahl816@example.se,19770204-7207,67,
Oskar Rasmussen,oskar.rasmussen211@example.se,19981024-6069,66,
Emil Korhonen,emil.korhonen651@example.se,19521001-9841,95,Asthma
Nora Sigurdsson,nora.sigurdsson344@example.se,19710128-2510,73,Hypothyroidism
Lars Svensson,lars.svensson535@example.se,19560708-1761,76,Type 2 Diabetes
Oskar Eriksen,oskar.eriksen683@example.se,19680316-9637,76,Hypothyroidism
Lars Svensson,lars.svensson884@example.se,19640102-1796,83,
Anna Laine,anna.laine827@example.se,19671227-6394,83,Type 2 Diabetes
Emil Eriksen,emil.eriksen987@example.se,19750311-2489,68,
Vilde Eriksen,vilde.eriksen267@example.se,19690503-3709,77,Hypertension
Aksel Svensson,aksel.svensson351@example.se,19610815-1364,81,Arthritis
Kari Eriksen,kari.eriksen591@example.se,19661002-2255,52,Hypertension
Kari Poulsen,kari.poulsen160@example.se,19750812-5571,75,
Sofie Poulsen,sofie.poulsen153@example.se,19600407-6543,60,Hypertension
Kasper Andersson,kasper.andersson51@example.se,19520705-9652,67,Arthritis
Ingrid Eriksen,ingrid.eriksen19@example.se,20051107-7650,60,Hypertension
Ingrid Virtanen,ingrid.virtanen222@example.se,19711212-8867,90,Celiac Disease
Anna Eriksen,anna.eriksen329@example.se,19950512-7564,63,
Elias Olofsson,elias.olofsson508@example.se,19760220-6443,80,Celiac Disease
Anna Lund,anna.lund615@example.se,19650806-2952,72,
Aksel Sigurdsson,aksel.sigurdsson46@example.se,19520618-1177,70,Migraine
Mika Lund,mika.lund289@example.se,19750914-6065,76,
Lars Svensson,lars.svensson175@example.se,19751215-1821,76,Asthma
Lars Laine,lars.laine454@example.se,19691026-8286,79,
Oskar Lund,oskar.lund433@example.se,19901106-4669,69,Arthritis
Nora Dahl,nora.dahl175@example.se,19961123-7656,69,Migraine
Anna Laine,anna.laine737@example.se,19831013-6612,76,
Oskar Olofsson,oskar.olofsson206@example.se,19700115-1933,69,
Aksel Holm,aksel.holm860@example.se,19570319-3957,80,Migraine
Tilde Lund,tilde.lund282@example.se,19680428-4839,62,Migraine
Anna Korhonen,anna.korhonen204@example.se,19590201-8164,70,
Mika Dahl,mika.dahl952@example.se,19980321-3278,80,COPD
Vilde Sigurdsson,vilde.sigurdsson693@example.se,20050226-2217,84,Celiac Disease
Henrik Olofsson,henrik.olofsson19@example.se,20011219-5611,56,Asthma
Tilde Svensson,tilde.svensson265@example.se,19851127-3841,66,Celiac Disease
Mika Johansen,mika.johansen677@example.se,19980407-8744,76,
Maja Andersson,maja.andersson57@example.se,20020227-6537,62,
Nora Berg,nora.berg905@example.se,19861126-2183,66,Migraine
Elias Eriksen,elias.eriksen518@example.se,19630328-3762,87,Hypertension
Henrik Berg,henrik.berg24@example.se,20010725-5857,64,Type 2 Diabetes
Henrik Dahl,henrik.dahl506@example.se,19820109-5931,59,Hypertension
Kari Virtanen,kari.virtanen731@example.se,19740512-1809,70,Asthma
Oskar Dahl,oskar.dahl784@example.se,19900919-3609,50,Celiac Disease
Tilde Nielsen,tilde.nielsen93@example.se,19891217-4696,83,Asthma
Oskar Korhonen,oskar.korhonen214@example.se,19750920-8896,76,
Kasper Johansen,kasper.johansen257@example.se,19760605-3949,63,Celiac Disease
Elias Korhonen,elias.korhonen717@example.se,19990402-4757,68,
Jonas Lund,jonas.lund795@example.se,19690124-3154,84,COPD
Lars Korhonen,lars.korhonen536@example.se,19620127-4529,64,
Jonas Andersson,jonas.andersson474@example.se,19981208-1604,64,Celiac Disease
Tilde Andersson,tilde.andersson79@example.se,19940126-2118,61,
Henrik Dahl,henrik.dahl765@example.se,19961115-4575,74,Hypothyroidism
Maja Karlsen,maja.karlsen782@example.se,19660503-1448,78,
Tilde Dahl,tilde.dahl25@example.se,19520401-7427,69,Hypothyroidism
Lars Olofsson,lars.olofsson314@example.se,20000215-9279,56,Hypertension
Maja Berg,maja.berg52@example.se,19550720-4699,74,Celiac Disease
Tilde Svensson,tilde.svensson715@example.se,19800913-3214,66,Asthma
Freja Virtanen,freja.virtanen635@example.se,20000412-9084,66,Type 2 Diabetes
Jonas Andersson,jonas.andersson119@example.se,19930521-3379,94,Asthma
Sanna Eriksen,sanna.eriksen422@example.se,19730922-5651,72,Celiac Disease
Elias Andersson,elias.andersson852@example.se,19561110-1502,82,Hypothyroidism
Elias Hansen,elias.hansen43@example.se,20041122-1595,80,Migraine
Ingrid Korhonen,ingrid.korhonen181@example.se,19991101-4255,72,
Kari Eriksen,kari.eriksen435@example.se,19710724-5734,56,Migraine
Vilde Lund,vilde.lund44@example.se,19761217-2253,79,Arthritis
Maja Sigurdsson,maja.sigurdsson586@example.se,19681118-6772,93,Celiac Disease
Oskar Eriksen,oskar.eriksen29@example.se,19830509-3573,60,
Sanna Karlsen,sanna.karlsen296@example.se,19510716-5306,70,
Ingrid Berg,ingrid.berg142@example.se,20000210-4361,72,Hypothyroidism
Freja Holm,freja.holm60@example.se,19570824-7404,72,Type 2 Diabetes
Aksel Karlsen,aksel.karlsen916@example.se,20050513-2341,73,Type 2 Diabetes
Kasper Olofsson,kasper.olofsson462@example.se,19690608-1619,74,Arthritis
Erik Johansen,erik.johansen435@example.se,19651028-2279,52,
Henrik Rasmussen,henrik.rasmussen805@example.se,19790904-2059,75,COPD
Mika Lund,mika.lund895@example.se,19850528-9998,59,Hypertension
Henrik Lund,henrik.lund567@example.se,19990108-3457,75,Arthritis
Maja Hansen,maja.hansen204@example.se,19530514-8345,73,
Ingrid Karlsen,ingrid.karlsen130@example.se,20030303-4271,74,Migraine
Ingrid Korhonen,ingrid.korhonen329@example.se,19550110-2963,73,Hypothyroidism
Erik Korhonen,erik.korhonen38@example.se,19550503-6969,65,Arthritis
Aksel Johansen,aksel.johansen331@example.se,19721209-5787,81,Hypertension
Jonas Virtanen,jonas.virtanen500@example.se,20010606-3402,79,Arthritis
Kasper Poulsen,kasper.poulsen845@example.se,19540211-2082,69,Hypertension
Freja Johansen,freja.johansen749@example.se,19990304-2225,68,
Nora Rasmussen,nora.rasmussen328@example.se,20020603-4586,79,Arthritis
Emil Svensson,emil.svensson401@example.se,19951206-2449,64,Type 2 Diabetes
Sofie Berg,sofie.berg365@example.se,19620816-4164,90,Hypothyroidism
Freja Karlsen,freja.karlsen147@example.se,19651020-4054,68,Migraine
Sanna Nielsen,sanna.nielsen156@example.se,20041115-2005,55,Migraine
Aksel Dahl,aksel.dahl891@example.se,19921011-6515,72,
Jonas Korhonen,jonas.korhonen337@example.se,19590728-7810,71,
Mika Svensson,mika.svensson26@example.se,19920108-5211,67,
Jonas Nielsen,jonas.nielsen99@example.se,19880720-5858,79,Type 2 Diabetes
Emil Virtanen,emil.virtanen678@example.se,19940419-6116,64,
Freja Dahl,freja.dahl973@example.se,20031028-4016,65,
Erik Rasmussen,erik.rasmussen36@example.se,19620626-6707,76,Migraine
Ingrid Laine,ingrid.laine621@example.se,20000105-7611,70,
Oskar Laine,oskar.laine359@example.se,19530117-2794,68,Migraine
Lars Olofsson,lars.olofsson399@example.se,19830421-7447,61,Migraine
Freja Johansen,freja.johansen767@example.se,19680613-8519,86,COPD
Aksel Rasmussen,aksel.rasmussen725@example.se,19880321-7900,45,Hypertension
Kari Eriksen,kari.eriksen522@example.se,19890326-6675,60,COPD
Aksel Eriksen,aksel.eriksen461@example.se,19550107-1371,59,Migraine
Jonas Laine,jonas.laine993@example.se,19680215-2682,84,
Mika Hansen,mika.hansen84@example.se,19550514-2130,63,
Emil Olofsson,emil.olofsson721@example.se,19900713-6251,70,Asthma
Tilde Lund,tilde.lund32@example.se,19900308-6373,69,
Maja Johansen,maja.johansen132@example.se,19831106-7962,76,COPD
Freja Virtanen,freja.virtanen924@example.se,20010312-2582,84,COPD
Erik Hansen,erik.hansen532@example.se,19890102-1099,94,Hypertension
Emil Johansen,emil.johansen179@example.se,20040626-7658,59,Asthma
Nora Andersson,nora.andersson372@example.se,19840727-5848,72,COPD
Tilde Berg,tilde.berg250@example.se,19520728-5334,73,Hypothyroidism
Anna Virtanen,anna.virtanen563@example.se,19551117-6460,50,COPD
Tilde Svensson,tilde.svensson696@example.se,19620714-8281,64,Hypertension
Kari Karlsen,kari.karlsen427@example.se,19750705-6372,63,Celiac Disease
Mika Johansen,mika.johansen815@example.se,19660717-5555,64,
Kari Rasmussen,kari.rasmussen830@example.se,19950624-8612,73,Type 2 Diabetes
Oskar Eriksen,oskar.eriksen342@example.se,19840523-2918,79,
Emil Poulsen,emil.poulsen352@example.se,19580324-3956,84,Type 2 Diabetes
Lars Sigurdsson,lars.sigurdsson495@example.se,19990202-4760,70,COPD
Sofie Berg,sofie.berg592@example.se,19910109-7581,68,Hypothyroidism
Anna Karlsen,anna.karlsen791@example.se,19880323-1687,72,Asthma
Erik Karlsen,erik.karlsen120@example.se,19690527-6803,68,Hypothyroidism
Nora Johansen,nora.johansen54@example.se,19550912-3162,58,Migraine
Maja Eriksen,maja.eriksen767@example.se,19730602-8136,72,
Maja Lund,maja.lund485@example.se,19830424-4397,70,COPD
Nora Korhonen,nora.korhonen251@example.se,19620703-5350,59,Type 2 Diabetes
Freja Lund,freja.lund210@example.se,19990204-3548,48,Type 2 Diabetes
Elias Sigurdsson,elias.sigurdsson421@example.se,19840616-8175,84,Arthritis
Henrik Hansen,henrik.hansen755@example.se,19920202-3427,82,COPD
Anna Karlsen,anna.karlsen240@example.se,19620405-3542,64,Arthritis
Elias Eriksen,elias.eriksen27@example.se,19770916-9113,71,COPD
Oskar Holm,oskar.holm784@example.se,19660624-2365,74,COPD
Jonas Holm,jonas.holm360@example.se,19810927-7824,67,COPD
Jonas Eriksen,jonas.eriksen335@example.se,19900921-3415,67,Migraine
Henrik Johansen,henrik.johansen643@example.se,19900615-4325,70,Type 2 Diabetes
Anna Rasmussen,anna.rasmussen924@example.se,19740813-6815,75,Celiac Disease
Tilde Sigurdsson,tilde.sigurdsson927@example.se,19560823-3822,74,
Nora Hansen,nora.hansen359@example.se,19510826-8130,68,Celiac Disease
Mika Sigurdsson,mika.sigurdsson653@example.se,19791204-3390,76,Type 2 Diabetes
Kari Lund,kari.lund20@example.se,19570911-7874,57,Asthma
Nora Karlsen,nora.karlsen794@example.se,19760904-5137,53,Type 2 Diabetes
Emil Nielsen,emil.nielsen522@example.se,20010302-2532,86,Asthma
Freja Holm,freja.holm848@example.se,19940105-2438,74,Celiac Disease
Elias Lund,elias.lund781@example.se,19931111-7305,77,Migraine
Mika Korhonen,mika.korhonen746@example.se,19920601-5742,63,COPD
Maja Eriksen,maja.eriksen359@example.se,19550809-7010,69,COPD
Henrik Rasmussen,henrik.rasmussen898@example.se,19790606-3430,66,Hypertension
Anna Sigurdsson,anna.sigurdsson882@example.se,19870428-3921,65,Celiac Disease
Aksel Johansen,aksel.johansen930@example.se,19590708-7483,82,Hypertension
Oskar Svensson,oskar.svensson884@example.se,19971125-1546,68,
Lars Svensson,lars.svensson341@example.se,19630606-6802,74,Hypertension
Sanna Nielsen,sanna.nielsen276@example.se,19870423-4496,74,Asthma
Jonas Lund,jonas.lund613@example.se,19830522-1800,60,Hypothyroidism
Kari Lund,kari.lund993@example.se,20010812-5800,60,Celiac Disease
Elias Karlsen,elias.karlsen823@example.se,19751124-1898,78,Celiac Disease
Aksel Hansen,aksel.hansen493@example.se,19810212-9371,88,Celiac Disease
Elias Lund,elias.lund65@example.se,19610226-3289,76,Hypertension
Elias Andersson,elias.andersson555@example.se,19981008-6049,84,Hypertension
Erik Lund,erik.lund677@example.se,19670324-6714,80,Asthma
Kari Svensson,kari.svensson141@example.se,19880907-2538,83,COPD
Erik Sigurdsson,erik.sigurdsson250@example.se,19750319-6412,76,Hypertension
Oskar Eriksen,oskar.eriksen673@example.se,19540511-8908,66,COPD
Aksel Johansen,aksel.johansen808@example.se,19780709-1171,73,Hypothyroidism
Aksel Poulsen,aksel.poulsen904@example.se,19540701-2298,58,
Oskar Rasmussen,oskar.rasmussen684@example.se,19910522-3181,80,Type 2 Diabetes
Sanna Svensson,sanna.svensson39@example.se,19610509-1167,79,Hypothyroidism
Sanna Dahl,sanna.dahl555@example.se,19780905-8931,72,Migraine
Mika Virtanen,mika.virtanen93@example.se,19980704-4548,66,Celiac Disease
Mika Andersson,mika.andersson163@example.se,19760701-6180,59,Migraine
Kasper Rasmussen,kasper.rasmussen631@example.se,19561102-3478,77,Migraine
Aksel Laine,aksel.laine620@example.se,19810526-8328,72,Arthritis
Jonas Johansen,jonas.johansen57@example.se,19861208-2892,62,
Erik Lund,erik.lund885@example.se,19960606-1478,85,Type 2 Diabetes
Kari Sigurdsson,kari.sigurdsson935@example.se,20011206-4424,84,Hypertension
Vilde Dahl,vilde.dahl506@example.se,19800210-2064,81,Arthritis
Maja Karlsen,maja.karlsen679@example.se,19760804-6742,83,Migraine
Freja Dahl,freja.dahl752@example.se,19810818-8526,81,Arthritis
Mika Laine,mika.laine206@example.se,19531020-4862,55,Arthritis
Kari Nielsen,kari.nielsen323@example.se,19750604-4460,47,Type 2 Diabetes
Mika Korhonen,mika.korhonen384@example.se,19980223-5067,85,Celiac Disease
Vilde Korhonen,vilde.korhonen196@example.se,19930320-6223,82,COPD
Nora Svensson,nora.svensson893@example.se,19541124-9438,62,COPD
Mika Laine,mika.laine782@example.se,19650611-3476,85,
Oskar Dahl,oskar.dahl657@example.se,19790427-6732,74,Hypertension
Tilde Nielsen,tilde.nielsen36@example.se,19680307-3160,82,Arthritis
Tilde Andersson,tilde.andersson176@example.se,19990507-7557,75,Celiac Disease
Mika Olofsson,mika.olofsson608@example.se,19971016-2209,78,Hypothyroidism
Anna Andersson,anna.andersson815@example.se,19550622-9455,83,Asthma
Lars Karlsen,lars.karlsen13@example.se,19970809-7475,75,Type 2 Diabetes
Maja Berg,maja.berg974@example.se,19790415-4322,79,Migraine
Henrik Berg,henrik.berg289@example.se,20041001-3084,73,Hypothyroidism
Sanna Lund,sanna.lund49@example.se,19590723-8068,69,Hypothyroidism
Anna Laine,anna.laine176@example.se,19571121-9042,82,
Sanna Holm,sanna.holm33@example.se,19781108-2535,70,Arthritis
Vilde Svensson,vilde.svensson70@example.se,19630718-5730,60,COPD
Erik Svensson,erik.svensson592@example.se,19900708-7535,65,COPD
Emil Laine,emil.laine120@example.se,19501108-7745,80,Hypothyroidism
Elias Berg,elias.berg42@example.se,19500814-5561,67,
Maja Svensson,maja.svensson132@example.se,19990820-9699,57,COPD
Freja Poulsen,freja.poulsen48@example.se,20030817-8643,73,Hypothyroidism
Jonas Hansen,jonas.hansen386@example.se,19560907-7462,61,COPD
Oskar Svensson,oskar.svensson506@example.se,20040120-6937,58,
Nora Berg,nora.berg395@example.se,19610504-4225,74,Migraine
Sofie Eriksen,sofie.eriksen934@example.se,19980817-6549,60,Type 2 Diabetes
Aksel Hansen,aksel.hansen723@example.se,20040509-2125,66,Migraine
Freja Hansen,freja.hansen989@example.se,19660512-7868,71,Hypothyroidism
Nora Korhonen,nora.korhonen360@example.se,20020718-9441,74,COPD
Tilde Holm,tilde.holm340@example.se,19790208-2891,71,Migraine
Aksel Karlsen,aksel.karlsen431@example.se,19740326-6519,78,Asthma
Maja Poulsen,maja.poulsen732@example.se,20041216-7796,69,Celiac Disease
Emil Karlsen,emil.karlsen239@example.se,19700217-3593,64,Hypothyroidism
Ingrid Poulsen,ingrid.poulsen484@example.se,19940217-9386,75,
Kari Karlsen,kari.karlsen725@example.se,20020428-4355,69,
Anna Nielsen,anna.nielsen385@example.se,19660927-8930,74,COPD
Mika Hansen,mika.hansen705@example.se,19640307-6306,94,Celiac Disease
Aksel Holm,aksel.holm558@example.se,19940527-3784,64,Hypothyroidism
Anna Andersson,anna.andersson190@example.se,20000807-5217,82,
Anna Lund,anna.lund810@example.se,19811006-4754,81,Migraine
Erik Hansen,erik.hansen736@example.se,19831210-2529,50,Asthma
Freja Korhonen,freja.korhonen435@example.se,19831117-7300,61,Celiac Disease
Elias Dahl,elias.dahl491@example.se,19640519-9223,73,Type 2 Diabetes
Anna Sigurdsson,anna.sigurdsson840@example.se,19580821-1976,90,Hypertension
